2026-03-09 20:31:54.120193,-207240.36,-204319.7,-35616.25,-44315.19,-93268.46,-74414.94,-55912.53,-35309.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.231217,-210592.31,-208361.52,-35112.8,-43981.52,-94088.95,-74810.03,-55578.06,-34813.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.342331,-214618.31,-212465.57,-34500.45,-43523.67,-94816.36,-75128.41,-55179.48,-34255.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.453283,-221725.89,-218847.35,-33286.22,-42411.63,-95047.3,-74997.79,-54358.19,-33278.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.564189,-225644.07,-223582.25,-32667.97,-41940.9,-95695.32,-75255.82,-53922.33,-32692.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.675112,-230567.8,-228223.55,-31899.78,-41310.31,-96266.9,-75439.82,-53402.52,-32021.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.786089,-237711.59,-234771.09,-30653.36,-40162.6,-96456.8,-75276.2,-52560.57,-31029.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:54.897071,-242032.63,-239570.63,-29946.87,-39592.36,-97065.93,-75498.56,-52083.14,-30406.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:55.007976,-246458.55,-243983.67,-29290.53,-39069.6,-97655.48,-75720.11,-51622.87,-29807.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 20:31:55.118885,-253039.61,-250158.92,-28179.29,-38060.28,-97933.89,-75638.84,-50859.78,-28900.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
