2025-11-10 19:49:17.616488,-71557.32,-1124997.38,-71610.69,-77702.26,1119754.47,1120505.76,-40887.33,110644.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:17.728800,-71848.07,-78030.02,1120785.24,1121395.18,-40888.67,110708.72,795799.66,901641.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:17.841015,-71704.57,-77928.37,1121138.76,1121878.51,-40909.59,110756.46,796759.89,902745.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:17.952940,-71756.87,-77942.05,1121790.0,1122506.95,-40931.05,110802.33,797719.32,903855.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.064975,-71133.8,-77385.76,1120882.07,1121538.68,-40965.11,110839.88,798679.28,904950.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.177112,-71372.78,-77543.74,1120800.8,1121443.73,-40900.2,110967.82,799717.83,906129.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.289234,-71406.31,-77569.76,1120848.54,1121414.49,-40879.01,111057.14,800725.0,907278.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.401539,-71326.65,-77470.25,1120753.06,1121472.43,-40882.77,111120.44,801709.37,908406.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.513910,-71224.19,-77434.57,1120623.77,1121280.92,-40892.42,111178.64,802693.47,909530.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.626209,-71462.1,-77659.88,1121065.8,1121512.66,-40879.01,111258.84,803696.35,910674.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.738460,-71299.56,-77448.79,1120747.42,1121395.71,-40894.3,111313.29,804678.04,911796.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.850625,-71703.23,-77831.54,1121802.87,1122579.64,-40916.03,111356.74,805646.59,912913.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:18.962735,-71172.96,-77399.17,1121177.92,1121810.65,-40950.63,111390.27,806618.08,914023.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:19.074904,-71132.19,-77299.66,1120942.15,1121535.73,-40961.36,111446.6,807605.94,915151.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10 19:49:19.187071,-71176.98,-77282.49,1120870.54,1121575.42,-40987.37,111491.93,808584.95,916272.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
